match_status,distance_m,ienc_name,ienc_waterway,ienc_lat,ienc_lon,ienc_length_m,ienc_width_m,ienc_rise_m,app_id,app_name,app_lat,app_lon
no_match,63519.7,Nieuwe kolk sluis Panheel,Netherlands waterway,51.174296,5.861117,,12.6,,w_osm_7689052836,"Mook, keersluis",51.7453193,5.8867625
no_match,63541.8,Sportbootschleuse Heubach,Main,49.712938,9.231017,12.0,2.5,,w_osm_82732302,Pumpwerk Wächterstadt,49.8632878,8.3770807
no_match,63550.4,Heubach,Main,49.712766,9.231068,300.0,12.0,,w_osm_82732302,Pumpwerk Wächterstadt,49.8632878,8.3770807
no_match,64480.6,Freudenberg,Main,49.752741,9.3191,300.0,12.0,,w_osm_1783525870,Schleuse Wipfeld,49.9140587,10.1826531
no_match,64495.6,Sportbootschleuse Freudenberg,Main,49.753444,9.318562,12.5,2.5,,w_osm_1783525870,Schleuse Wipfeld,49.9140587,10.1826531
no_match,67048.5,Westkolk sluis Maasbracht,Maas,51.141866,5.877316,,15.6,,w_osm_2619086109,Trammetje,51.0848209,4.9211216
no_match,67084.3,Oostkolk sluis Maasbracht,Maas,51.141171,5.877929,,15.6,,w_osm_2619086109,Trammetje,51.0848209,4.9211216
no_match,67086.9,Middenkolk sluis Maasbracht,Maas,51.141647,5.877899,,15.6,,w_osm_2619086109,Trammetje,51.0848209,4.9211216
no_match,68072.9,Pomocna Plavebna komora Cunovo,Dunajský Kanál,48.030256,17.22742,175.5,24.0,,w_osm_11346584951,Teichschleuse,48.0547616,16.3124842
no_match,75505.8,"Melk, rechte Kammer",Donau,48.225842,15.301799,230.0,24.0,,w_osm_3686971614,S18,47.9783527,16.2486894
no_match,75524.3,"Melk, linke Kammer",Donau,48.226151,15.301709,230.0,24.0,,w_osm_3686971614,S18,47.9783527,16.2486894
no_match,75747.6,Dunakiliti,Dunajský Kanál,47.98885,17.326203,,,,w_osm_11346584951,Teichschleuse,48.0547616,16.3124842
no_match,90407.7,"Ybbs-Persenbeug, linke Kammer",Donau,48.19075,15.073197,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,90425.2,"Ybbs-Persenbeug, rechte Kammer",Donau,48.190543,15.072853,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,93350.5,Pravá plavebná komora Gabíkovo,Dunajský Kanál,47.882879,17.539825,275.0,34.0,,w_osm_11346584951,Teichschleuse,48.0547616,16.3124842
no_match,93381.9,avá plavebná komora Gabikovo,Dunajský Kanál,47.883159,17.540346,275.0,34.0,,w_osm_11346584951,Teichschleuse,48.0547616,16.3124842
no_match,117180.4,"Wallsee, rechte Kammer",Donau,48.168836,14.69223,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,117198.5,"Wallsee, linke Kammer",Donau,48.169128,14.692071,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,120494.9,"Kachlet, südliche Kammer",Donau,48.579491,13.409426,226.5,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,120508.5,"Kachlet, nördliche Kammer",Donau,48.579749,13.409758,226.5,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,138058.2,"Abwinden-Asten, linke Kammer",Donau,48.250863,14.431155,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,138068.6,"Abwinden-Asten, rechte Kammer",Donau,48.250602,14.430915,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,143578.6,"Jochenstein, südliche Kammer",Donau,48.518569,13.709423,227.0,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,143585.7,"Jochensteinn, nördliche Kammer",Donau,48.518822,13.709657,227.0,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,160208.3,"Ottensheim, rechte Kammer",Donau,48.318274,14.147862,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,160231.8,"Ottensheim, linke Kammer",Donau,48.318548,14.14764,230.0,24.0,,w_osm_1416982056,S34,47.9446455,16.2328257
no_match,170198.9,"Aschach, rechte Kammer",Donau,48.385676,14.020218,230.0,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,170223.2,"Aschach, linke Kammer",Donau,48.385849,14.020673,230.0,24.0,,w_osm_2337043356,Schleuse Kelheim,48.924444,11.8513184
no_match,178789.3,Iron Gate 2 Lock,Donau,44.302177,22.564968,310.0,33.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,178794.6,Djerdap II,Donau,44.30221,22.564912,310.0,33.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,179208.7,,Donau,44.319449,22.566925,155.0,12.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,179211.6,,Donau,44.319795,22.56704,310.0,33.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,179376.5,Lock Bezdan,Donau,45.854249,18.860595,68.0,9.1,,w_osm_3472331974,Kvassay-zsilip,47.4610453,19.069372
no_match,179376.6,Prevodnica Bezdan,Donau,45.854248,18.860587,68.0,9.1,,w_osm_3472331974,Kvassay-zsilip,47.4610453,19.069372
no_match,217730.9,,Donau,45.503116,19.107087,85.0,12.0,,w_osm_3472331974,Kvassay-zsilip,47.4610453,19.069372
no_match,248997.7,Prevodnica Novi Sad,Donau,45.28189,19.816638,85.0,12.0,,w_osm_3472331974,Kvassay-zsilip,47.4610453,19.069372
no_match,273194.8,,Donau,44.313504,28.045409,310.0,25.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,273195.2,,Canalul Dunăre-Marea Neagră,44.313494,28.045417,310.0,25.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,315577.8,Ecluza AGIGEA sas drept,Canalul Dunăre-Marea Neagră,44.100148,28.620092,310.0,25.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
no_match,315584.7,Ecluza AGIGEA sas stang,Canalul Dunăre-Marea Neagră,44.100573,28.620133,310.0,25.0,,w_osm_9944554519,Ecluza Izbiceni,43.8146686,24.6971664
